Code,Name,Close,MA290,Ratio,Prev_Close,Prev_MA290
298050,HS효성첨단소재,199900.0,199879.31,0.01,198200.0,200077.93
003240,태광산업,804000.0,787124.14,2.14,777000.0,786358.62
000640,동아쏘시오홀딩스,109800.0,107388.49,2.25,106000.0,107411.84
171090,선익시스템,45200.0,43346.03,4.28,43050.0,43364.66
144510,지씨셀,24850.0,23471.9,5.87,23250.0,23492.41
084010,대한제강,15880.0,15667.86,1.35,15340.0,15657.79
033160,엠케이전자,7980.0,7940.76,0.49,7860.0,7939.31
015890,태경산업,5140.0,5107.14,0.64,5100.0,5107.17
024090,디씨엠,12290.0,12200.1,0.74,12140.0,12199.07
149950,아바텍,9110.0,9023.83,0.95,8990.0,9030.41
058860,KTis,2740.0,2736.48,0.13,2735.0,2735.48
250060,모비스,2905.0,2724.79,6.61,2655.0,2723.43
126880,제이엔케이글로벌,3970.0,3942.28,0.7,3925.0,3940.91
317850,대모,8720.0,8353.31,4.39,6710.0,8356.41
058730,다스코,3515.0,3057.6,14.96,3040.0,3056.43
308080,바이젠셀,3295.0,3156.55,4.39,3130.0,3157.91
003010,혜인,5300.0,5162.59,2.66,5130.0,5160.79
246690,TS인베스트먼트,1326.0,1316.62,0.71,1314.0,1315.48
002920,유성기업,2020.0,2007.32,0.63,1990.0,2007.96
153460,네이블,7140.0,7099.52,0.57,7090.0,7096.28
012620,원일특강,7540.0,7499.69,0.54,7460.0,7498.38
154030,아시아종묘,2315.0,2190.32,5.69,2100.0,2190.96
191410,육일씨엔에쓰,2060.0,1707.15,20.67,1590.0,1706.06
054410,케이피티유,3530.0,3518.28,0.33,3460.0,3520.6
185190,수프로,999.0,961.86,3.86,900.0,961.33
464440,한국제13호스팩,2120.0,2117.43,0.12,2110.0,2117.55
266470,바이오인프라생명과학,279.0,274.56,1.62,247.0,274.58
